,dupe_counts,echo_counts,presents,futures,pasts,adjectives,sentiment,subjectivity,title_in_song,puncts
0,0.0,-0.2837846001020936,0.9079065976818568,-0.3121418687335022,-0.8489282666922103,-0.45316988082243637,-0.5253233822129443,0.6215491757067872,-1.6118120685520227,-0.5508693071398565
1,0.0,-0.2837846001020936,-0.33461767243556295,-0.3121418687335022,0.41311387389505855,-0.22932157679285964,-2.517551305968546,0.7633803470896235,0.6204197247997866,2.0634275922395027
2,0.0,-0.2837846001020936,-0.40210301617995975,0.1747485158111157,0.3674169273775215,-0.9008664888815898,-0.6894734518835709,0.7879511521902252,0.6204197247997866,-0.07789887115971204
3,0.0,-0.2837846001020936,0.36915805518457273,-0.3121418687335022,-0.3017169323435543,0.9645360446982162,0.12587277894954071,-0.07897217368541688,-1.6118120685520227,0.029534368813435775
4,0.0,-0.2837846001020936,-1.322877621506049,3.215750324365212,0.5891245704393,-0.5277859821656286,-1.3424259512400625,0.7823762636379884,0.6204197247997866,-0.9718379045466472
5,0.0,1.754639506501269,1.1018560729808788,-0.3121418687335022,-1.0459243470577264,-0.677018184852013,0.4406626244907418,0.26040151326557615,0.6204197247997866,0.6429375848710959
6,0.0,0.2384468010828894,0.5637809661617165,0.03476753025453809,-0.5807947128613687,0.5168394366390627,0.7935401776551034,-0.01373498001312308,0.6204197247997866,0.1570956162756978
7,0.0,-0.2837846001020936,-0.8520053078092704,3.388225053805594,0.07038677501353194,-0.6024020835088209,0.8851512905124383,0.9331422732392253,-1.6118120685520227,-0.935049138231447
8,0.0,-0.2837846001020936,0.784162791827012,-0.3121418687335022,-0.7232406633340033,2.6060902742484457,-0.12848920704961186,0.3002635875172616,0.6204197247997866,-1.1610372741676767
9,0.0,-0.2837846001020936,0.4690714212477054,-0.3121418687335022,-0.4031997616227596,0.6660716393254472,-1.0214213705508375,1.5932691439633688,0.6204197247997866,-0.35818468597317654
10,0.0,-0.16333226653007676,-0.27865421664752665,-0.3121418687335022,0.35627133066592725,0.591455537982255,-1.3232751097784894,-0.32561875811772,0.6204197247997866,0.9323265113468717
11,0.0,7.711758231833509,0.5726852823502132,-0.3121418687335022,-0.5084412142086021,-1.0500986915679742,2.246988905557635,0.060681600148398865,-1.6118120685520227,2.5463123989127494
12,0.0,-0.2837846001020936,0.769194329268763,-0.3121418687335022,-0.7080370725610621,0.21837503126629382,0.3125453031080177,0.3253877760167072,-1.6118120685520227,1.1833473675858688
13,0.0,-0.2837846001020936,0.17005533295731604,-0.3121418687335022,-0.09948665660600747,-0.7516342861952053,0.018527353665494576,1.3636390237621363,-1.6118120685520227,0.701322785836915
14,0.0,-0.2837846001020936,-0.7141320248906101,-0.3121418687335022,0.7985897291962165,0.591455537982255,-0.21288980749253544,0.23851097586171324,0.6204197247997866,-0.7232485982732766
15,0.0,-0.2837846001020936,0.06913084962143023,0.1663538540086223,-0.10924949750368204,0.5168394366390627,-0.09793923700142856,-0.1260371551896816,-1.6118120685520227,0.8082089763866571
16,0.0,-0.2837846001020936,0.7151543413661618,-0.3121418687335022,-0.6531482115141355,0.7406877406686395,0.4592828600587163,0.5463454005153213,0.6204197247997866,-0.05721582627815282
17,0.0,-0.2837846001020936,0.234029322394271,-0.3121418687335022,-0.16446556487577665,-0.3785537794792441,-1.3278348339360069,-1.0745684323071345,0.6204197247997866,-1.1610372741676767
18,0.0,-0.2837846001020936,-4.619937000204747,-0.3121418687335022,4.765748029690447,-0.9008664888815898,-1.3789037445002015,-0.166368406342708,0.6204197247997866,-0.6372879462468011
19,0.0,-0.2837846001020936,0.020868504471540563,0.46962579095785617,-0.13138777052516978,-0.005473272763282911,-0.5319990567964993,-0.5953201401279018,0.6204197247997866,-0.4152764255781188
20,0.0,-0.11756901434859364,0.5370680175962262,-0.3121418687335022,-0.4722644648822187,-0.8262503875383975,-0.8973842075659266,-1.3859738231543124,0.6204197247997866,0.10944945169846934
