,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.23606202006340027,0.26647821068763733,0.34811919927597046,-0.013157780282199383,-0.6231402158737183,0.16967691481113434,-0.29003259539604187,-0.2000425010919571,0.32466915249824524,-0.025739749893546104,0.353692889213562,-0.43374428153038025,0.14441552758216858,0.04533222317695618,-0.17182935774326324,-0.11455018818378448,0.312442421913147,0.47167229652404785,-0.4615638554096222,-0.3462941348552704,-0.47292736172676086,-0.4799858033657074,0.09738524258136749,0.09191910922527313,0.12977823615074158,0.3798666298389435,-0.001845368416979909,0.3600998818874359,-0.10634852945804596,-0.029468562453985214,-0.47793757915496826,0.10664918273687363,0.10539320856332779,-0.22626519203186035,0.09968594461679459,0.6090478301048279,0.32567793130874634,0.3538111746311188,0.35731127858161926,0.17237435281276703,-0.19642625749111176,-0.006430226843804121,-0.3222188651561737,0.12381145358085632,0.06735064834356308,0.17075838148593903,-0.04437408596277237,0.036538079380989075,-0.18073533475399017,-0.08393750339746475
1,-0.24171623587608337,0.25300461053848267,0.18596558272838593,0.09376402199268341,-0.6075838804244995,-0.034881651401519775,-0.21552979946136475,-0.20086568593978882,0.28648078441619873,-0.11489513516426086,0.1559939980506897,-0.34702470898628235,0.11622914671897888,-0.04654036834836006,-0.19686610996723175,-0.08819571137428284,0.3009627163410187,0.2758377492427826,-0.31883999705314636,-0.26731622219085693,-0.4338482916355133,-0.3908595144748688,0.16121335327625275,0.1555688977241516,0.08066767454147339,0.24322262406349182,-0.12879212200641632,0.19448696076869965,0.07203604280948639,0.061950232833623886,-0.45125991106033325,0.029936352744698524,0.006211173254996538,-0.22462308406829834,0.21391482651233673,0.48408544063568115,0.347783625125885,0.1439121514558792,0.29045647382736206,0.1434713751077652,-0.2627713084220886,-0.10503380745649338,-0.31446388363838196,0.21923629939556122,0.14590826630592346,0.3138929009437561,-0.14065250754356384,-0.07004521042108536,-0.11862728744745255,-0.08648891746997833
2,-0.26960834860801697,0.20885182917118073,0.2864469885826111,0.2043357640504837,-0.6618099212646484,-0.015700481832027435,-0.3011860251426697,-0.18630923330783844,0.2807098925113678,-0.09432967752218246,0.144926518201828,-0.4024835526943207,0.17554475367069244,0.03153114765882492,-0.2215237021446228,-0.1585041731595993,0.3725705146789551,0.3123731017112732,-0.22512927651405334,-0.2974618971347809,-0.44059810042381287,-0.4095643162727356,0.19203348457813263,0.11652345210313797,0.11695384234189987,0.3694630265235901,-0.09566856920719147,0.26267027854919434,-0.02338864654302597,0.03020474687218666,-0.4257936179637909,0.09915565699338913,0.05325762555003166,-0.30070048570632935,0.24046209454536438,0.4688572287559509,0.37867027521133423,0.20016321539878845,0.3495839834213257,0.14198170602321625,-0.11905916780233383,-0.047705959528684616,-0.2621803879737854,0.3022323548793793,0.15453414618968964,0.21794450283050537,-0.06134932488203049,-0.086571604013443,-0.07369024306535721,-0.05812999978661537
3,-0.2266531139612198,0.2214013785123825,0.25489988923072815,0.13219119608402252,-0.5668182373046875,0.07429245114326477,-0.30666786432266235,-0.03061337023973465,0.2701323628425598,-0.17227225005626678,0.14469362795352936,-0.4253954589366913,0.2714059054851532,0.11951498687267303,-0.200978621840477,-0.23138968646526337,0.46583235263824463,0.28720077872276306,-0.1987827867269516,-0.2967403829097748,-0.40648210048675537,-0.391148179769516,0.18244439363479614,0.020579494535923004,0.12862607836723328,0.26765701174736023,-0.12509499490261078,0.23245768249034882,-0.02949962019920349,0.03229578584432602,-0.44973599910736084,0.18550913035869598,0.16189421713352203,-0.26030534505844116,0.23393531143665314,0.5094019174575806,0.3465901017189026,0.16621802747249603,0.45558443665504456,0.03146149590611458,-0.09471064060926437,-0.055746980011463165,-0.17786452174186707,0.2946628928184509,0.12898363173007965,0.07889619469642639,-0.04272163286805153,-0.10832974314689636,-0.180836021900177,-0.17146672308444977
4,-0.2514081597328186,0.16971483826637268,0.3148254156112671,0.10937530547380447,-0.6706346869468689,0.05670969560742378,-0.29924529790878296,-0.22241510450839996,0.30240491032600403,-0.089622363448143,0.16461710631847382,-0.3827034533023834,0.06859014183282852,0.05050427094101906,-0.1539066880941391,-0.17510949075222015,0.39837315678596497,0.32225656509399414,-0.21220450103282928,-0.34962382912635803,-0.406721293926239,-0.45603686571121216,0.2153104692697525,0.15969893336296082,0.052309248596429825,0.46809709072113037,-0.032756198197603226,0.32954826951026917,-0.06883642822504044,-0.0007990431622602046,-0.4436601996421814,0.15923479199409485,0.09028588235378265,-0.28731000423431396,0.24868905544281006,0.47583886981010437,0.34879645705223083,0.25220754742622375,0.39999818801879883,0.0898982509970665,-0.09045372903347015,-0.07328822463750839,-0.22927747666835785,0.22623737156391144,0.11484949290752411,0.20623767375946045,-0.08406471461057663,-0.07942245155572891,-0.06376270949840546,-0.010393482632935047
5,-0.250224769115448,0.0928862988948822,0.2098139226436615,0.2578575015068054,-0.5834122896194458,-0.0364728681743145,-0.32354357838630676,-0.15952599048614502,0.3062397837638855,-0.04531756043434143,0.2060708999633789,-0.47669878602027893,0.22832432389259338,0.011282311752438545,-0.13753823935985565,-0.06589728593826294,0.22359606623649597,0.25518035888671875,-0.27479860186576843,-0.3243272006511688,-0.44688352942466736,-0.31805089116096497,0.16638216376304626,0.12214916199445724,0.06459664553403854,0.2862005829811096,-0.20961391925811768,0.16333182156085968,0.09008388966321945,-0.025055302307009697,-0.41938772797584534,-0.061254438012838364,0.045647937804460526,-0.3715290427207947,0.29184696078300476,0.41671881079673767,0.31194770336151123,0.2568838596343994,0.274180144071579,0.1526457816362381,-0.15964169800281525,0.01443625707179308,-0.33511555194854736,0.3567036986351013,0.1908644735813141,0.26719042658805847,-0.15505652129650116,-0.10897935181856155,-0.07886307686567307,-0.09506412595510483
6,-0.21943782269954681,0.18281614780426025,0.2955451011657715,0.1608729511499405,-0.604486882686615,0.005383819807320833,-0.27104610204696655,-0.15056851506233215,0.23995675146579742,-0.09749855846166611,0.08718562871217728,-0.38731881976127625,0.16286015510559082,0.0070000397972762585,-0.16862337291240692,-0.17582467198371887,0.3924615681171417,0.26289835572242737,-0.17719881236553192,-0.303341269493103,-0.4161228835582733,-0.43967756628990173,0.19801124930381775,0.1806042492389679,0.0808679535984993,0.37001264095306396,-0.11117511242628098,0.2485109269618988,-0.007132402621209621,0.0833054631948471,-0.3983393907546997,0.09235354512929916,0.03891316056251526,-0.26909640431404114,0.211736261844635,0.40919461846351624,0.33417201042175293,0.1667475402355194,0.3758305311203003,0.09332860261201859,-0.15986037254333496,-0.07969234883785248,-0.25176262855529785,0.3313559591770172,0.23591414093971252,0.26883140206336975,-0.09898315370082855,-0.09221987426280975,-0.007952251471579075,-0.05386862903833389
7,-0.277465283870697,0.18273058533668518,0.29480189085006714,0.12666232883930206,-0.6304909586906433,0.010604683309793472,-0.32113054394721985,-0.20526669919490814,0.2862122356891632,-0.07749795913696289,0.09424058347940445,-0.4093834459781647,0.12849126756191254,0.053328149020671844,-0.2029968947172165,-0.15666170418262482,0.42707616090774536,0.2868174910545349,-0.21354424953460693,-0.2866790294647217,-0.3654765784740448,-0.37061747908592224,0.170477956533432,0.14148510992527008,0.10001597553491592,0.39369091391563416,-0.1097184270620346,0.23608119785785675,-0.04933103173971176,0.03754429519176483,-0.4242672324180603,0.11098086088895798,0.09201518446207047,-0.2614097595214844,0.19633698463439941,0.41623035073280334,0.29525575041770935,0.13695628941059113,0.32555702328681946,0.14314207434654236,-0.18818990886211395,-0.0818885788321495,-0.22906874120235443,0.26370254158973694,0.18792761862277985,0.2314256876707077,-0.027400311082601547,-0.0873754620552063,-0.047662243247032166,0.012610907666385174
8,-0.2524825930595398,0.18079528212547302,0.23508833348751068,0.1861352026462555,-0.6186935305595398,0.019205845892429352,-0.273691862821579,-0.1555514931678772,0.26030343770980835,-0.07529480010271072,0.12525881826877594,-0.38935956358909607,0.19027245044708252,0.03291676938533783,-0.2248235046863556,-0.183451846241951,0.3606633245944977,0.33660683035850525,-0.28862884640693665,-0.31097015738487244,-0.4263237416744232,-0.46399325132369995,0.17405180633068085,0.1511984020471573,0.07991471886634827,0.3319401144981384,-0.052443068474531174,0.23421096801757812,0.013108351267874241,0.07642345875501633,-0.46836334466934204,0.10158507525920868,0.03479776903986931,-0.27955499291419983,0.1866639256477356,0.48392146825790405,0.3256682753562927,0.2197287231683731,0.31465068459510803,0.11232559382915497,-0.13367360830307007,-0.051725272089242935,-0.24710990488529205,0.2923923432826996,0.19993139803409576,0.264236181974411,-0.11004229635000229,-0.09366285055875778,-0.0144765330478549,-0.08287350088357925
9,-0.28805097937583923,0.22510643303394318,0.2261410504579544,0.17931045591831207,-0.6208853125572205,-0.05149197205901146,-0.3079187870025635,-0.209035262465477,0.31724271178245544,-0.10191009938716888,0.19593586027622223,-0.39291900396347046,0.19330334663391113,0.035698771476745605,-0.2129685878753662,-0.16963224112987518,0.3848024010658264,0.3992564082145691,-0.25490453839302063,-0.3062685430049896,-0.46097123622894287,-0.36103537678718567,0.18266397714614868,0.09700093418359756,0.06817163527011871,0.4073326885700226,-0.12778407335281372,0.26232925057411194,-0.08901827037334442,-0.0018129728268831968,-0.412384033203125,0.1065017580986023,0.1450623869895935,-0.24689455330371857,0.27377262711524963,0.4443911612033844,0.36248061060905457,0.12890690565109253,0.3971724808216095,0.1548301726579666,-0.11247197538614273,-0.06845126301050186,-0.3164282739162445,0.21438540518283844,0.1089925542473793,0.22048291563987732,-0.035534173250198364,-0.03735392540693283,-0.11129965633153915,-0.08644474297761917
